COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
BIOL 1000,D01 (19913),Biology: Foundations of Life (3),DE,Sep 03 - Dec 08,Michael Shaw
BIOL 1000,A04 (11557),Biology: Foundations of Life (3),M,Sep 03 - Dec 08,Elizabeth Hughes
BIOL 1000,A04 (11557),Biology: Foundations of Life (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Elizabeth Hughes
BIOL 1000,G07 (17979),Biology: Foundations of Life (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Emily McKinnon
BIOL 1010,A01 (12513),Biology: Biological Diversity and Interaction (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Reid Miller
BIOL 1010,D01 (10783),Biology: Biological Diversity and Interaction (3),DE,Sep 03 - Dec 08,Elizabeth Hughes
BIOL 1020,G07 (16548),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Emily McKinnon
BIOL 1020,B07 (10286),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 19:00-21:50 (R)",Roniele Cordeiro
BIOL 1020,A01 (10234),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 08:30-09:20 (MWF)",Jennifer Doering
BIOL 1020,B05 (10277),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 08:30-11:20 (R)",Roniele Cordeiro
BIOL 1020,B04 (10274),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 14:30-17:20 (W)",Roniele Cordeiro
BIOL 1020,A04 (10243),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Elizabeth Hughes
BIOL 1020,A03 (10239),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",John Markham
BIOL 1020,B06 (10280),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 14:30-17:20 (R)",Roniele Cordeiro
BIOL 1020,B08 (10292),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 08:30-11:20 (F)",Roniele Cordeiro
BIOL 1020,A02 (10235),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Jennifer Doering
BIOL 1020,B09 (10298),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 14:30-17:20 (F)",Roniele Cordeiro
BIOL 1020,B10 (10304),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 14:30-17:20 (W)",Roniele Cordeiro
BIOL 1020,A05 (10241),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Kevin Scott
BIOL 1020,A06 (10242),Biology 1: Principles and Themes (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Olha Kushniryk
BIOL 1020,B02 (10262),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 14:30-17:20 (T)",Roniele Cordeiro
BIOL 1020,B01 (10256),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 08:30-11:20 (T)",Roniele Cordeiro
BIOL 1020,B03 (10268),Biology 1: Principles and Themes (0),M,"Sep 03 - Dec 08, 08:30-11:20 (W)",Roniele Cordeiro
BIOL 1410,B02 (23145),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (T)",Kristie Lester
BIOL 1410,B25 (11497),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (F)",Kristie Lester
BIOL 1410,B26 (23160),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (F)",Kristie Lester
BIOL 1410,B23 (11495),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (R)",Kristie Lester
BIOL 1410,B28 (23161),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (F)",Kristie Lester
BIOL 1410,B29 (11501),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (F)",Kristie Lester
BIOL 1410,B24 (23159),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (R)",Kristie Lester
BIOL 1410,B27 (11499),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (F)",Kristie Lester
BIOL 1410,B09 (11481),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (W)",Kristie Lester
BIOL 1410,B03 (11475),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (T)",Kristie Lester
BIOL 1410,B19 (11491),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (R)",Kristie Lester
BIOL 1410,B18 (23156),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (R)",Kristie Lester
BIOL 1410,B17 (11489),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (R)",Kristie Lester
BIOL 1410,B16 (23155),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (W)",Kristie Lester
BIOL 1410,B15 (11487),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (W)",Kristie Lester
BIOL 1410,B14 (23154),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (W)",Kristie Lester
BIOL 1410,B13 (11485),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (W)",Kristie Lester
BIOL 1410,B12 (23153),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (W)",Kristie Lester
BIOL 1410,B11 (11483),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (W)",Kristie Lester
BIOL 1410,B10 (23150),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (W)",Kristie Lester
BIOL 1410,B08 (23149),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (T)",Kristie Lester
BIOL 1410,B07 (11479),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (T)",Kristie Lester
BIOL 1410,B06 (23148),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (T)",Kristie Lester
BIOL 1410,B05 (11477),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (T)",Kristie Lester
BIOL 1410,B04 (23146),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (T)",Kristie Lester
BIOL 1410,B22 (23158),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (R)",Kristie Lester
BIOL 1410,B30 (23162),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (F)",Kristie Lester
BIOL 1410,B21 (11493),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (R)",Kristie Lester
BIOL 1410,B32 (23163),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (F)",Kristie Lester
BIOL 1410,A02 (11469),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Olivia Lee
BIOL 1410,B31 (11746),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 16:00-17:50 (F)",Kristie Lester
BIOL 1410,B33 (11748),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 18:30-20:20 (T)",Kristie Lester
BIOL 1410,A05 (11472),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Paul Messing
BIOL 1410,A06 (11745),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Paul Messing
BIOL 1410,A07 (11559),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Taylor Orchard
BIOL 1410,A03 (11470),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 16:00-18:45 (W)",Kevin Campbell
BIOL 1410,B01 (11473),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 08:30-10:20 (T)",Kristie Lester
BIOL 1410,A07 (11559),Anatomy of the Human Body (3),M,Sep 03 - Dec 08,Taylor Orchard
BIOL 1410,B34 (23164),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 18:30-20:20 (T)",Kristie Lester
BIOL 1410,B35 (11750),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 18:30-20:20 (R)",Kristie Lester
BIOL 1410,B36 (23165),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 18:30-20:20 (R)",Kristie Lester
BIOL 1410,B50 (24078),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 13:30-15:20 (F)",Kristie Lester
BIOL 1410,B20 (23157),Anatomy of the Human Body (0),M,"Sep 03 - Dec 08, 11:00-12:50 (R)",Kristie Lester
BIOL 1410,A01 (11468),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Cole Robson-Hyska
BIOL 1410,A04 (11471),Anatomy of the Human Body (3),M,"Sep 03 - Dec 08, 16:00-17:15 (TR)",Olivia Lee
BIOL 2200,B01 (11506),The Invertebrates (0),M,"Sep 03 - Dec 08, 14:30-17:25 (T)",Joy Stacey
BIOL 2200,B02 (11507),The Invertebrates (0),M,"Sep 03 - Dec 08, 14:30-17:25 (W)",Joy Stacey
BIOL 2200,B03 (11508),The Invertebrates (0),M,"Sep 03 - Dec 08, 14:30-17:25 (R)",Joy Stacey
BIOL 2200,A01 (11505),The Invertebrates (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Patricia Ramey-Balci
BIOL 2240,B02 (24627),The Non-Flowering Plants (0),M,"Sep 03 - Dec 08, 18:00-20:55 (W)",Carla Zelmer
BIOL 2240,A01 (24625),The Non-Flowering Plants (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Carla Zelmer
BIOL 2240,B01 (24626),The Non-Flowering Plants (0),M,"Sep 03 - Dec 08, 14:30-17:25 (W)",Carla Zelmer
BIOL 2260,B03 (22551),Biology of Fungi and Lichens (0),M,"Sep 03 - Dec 08, 09:30-11:20 (R)",Ashley Klymiuk
BIOL 2260,A01 (11451),Biology of Fungi and Lichens (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Ashley Klymiuk
BIOL 2260,B02 (22550),Biology of Fungi and Lichens (0),M,"Sep 03 - Dec 08, 09:30-11:20 (W)",Ashley Klymiuk
BIOL 2260,B01 (11696),Biology of Fungi and Lichens (0),M,"Sep 03 - Dec 08, 09:30-11:20 (T)",Ashley Klymiuk
BIOL 2300,B02 (25932),Principles of Ecology (0),M,"Sep 03 - Dec 08, 14:30-17:25 (T)",Cole Robson-Hyska
BIOL 2300,B03 (25933),Principles of Ecology (0),M,"Sep 03 - Dec 08, 14:30-17:25 (W)",Cole Robson-Hyska
BIOL 2300,B01 (25931),Principles of Ecology (0),M,"Sep 03 - Dec 08, 14:30-17:25 (M)",Cole Robson-Hyska
BIOL 2300,A01 (25930),Principles of Ecology (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Gail Davoren
BIOL 2390,A01 (16205),Introductory Ecology (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Kevin Scott
BIOL 2410,A01 (11504),Human Physiology 1 (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",William Fry
BIOL 2470,A01 (25308),Introduction to Nervous Systems (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Byron Van Nest
BIOL 2470,B01 (25309),Introduction to Nervous Systems (0),M,"Sep 03 - Dec 08, 08:30-11:20 (M)",Byron Van Nest
BIOL 2500,B01 (11453),Genetics 1 (0),M,"Sep 03 - Dec 08, 10:00-11:15 (T)",Tanzeela Ahmed
BIOL 2500,A01 (11452),Genetics 1 (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Jennifer Doering
BIOL 2500,B02 (11454),Genetics 1 (0),M,"Sep 03 - Dec 08, 10:00-11:15 (R)",Tanzeela Ahmed
BIOL 2520,A01 (11503),Cell Biology (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Elizabeth Hughes
BIOL 2600,B02 (22308),Introduction to Computational Biology (0),M,"Sep 03 - Dec 08, 14:30-16:20 (R)",Olivia Wilkins
BIOL 2600,A01 (22306),Introduction to Computational Biology (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Olivia Wilkins
BIOL 2600,B01 (22307),Introduction to Computational Biology (0),M,"Sep 03 - Dec 08, 14:30-16:20 (W)",Olivia Wilkins
BIOL 3100,B01 (23837),Skills in Biological Sciences (0),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Jane Waterman
BIOL 3100,A01 (11542),Skills in Biological Sciences (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Jane Waterman
BIOL 3270,B01 (24624),Introductory Parasitology (0),M,"Sep 03 - Dec 08, 14:30-17:25 (R)",Jillian Detwiler
BIOL 3270,A01 (24623),Introductory Parasitology (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Jillian Detwiler
BIOL 3290,A01 (11457),Medicinal and Hallucinogenic Plants (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Heather Flood
BIOL 3300,A01 (11455),Evolutionary Biology (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Colin Garroway
BIOL 3300,B01 (23202),Evolutionary Biology (0),M,"Sep 03 - Dec 08, 14:30-15:45 (W)",Colin Garroway
BIOL 3300,B02 (23203),Evolutionary Biology (0),M,"Sep 03 - Dec 08, 16:00-17:15 (W)",Colin Garroway
BIOL 3312,B01 (22289),Community Ecology (0),M,"Sep 13 - Sep 13, 06:30-19:30 (S)",John Markham
BIOL 3312,K01 (11458),Community Ecology (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",John Markham
BIOL 3312,B02 (22290),Community Ecology (0),M,"Sep 20 - Sep 20, 06:30-19:30 (S)",John Markham
BIOL 3350,A01 (11751),Data Analysis in Ecology (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",James Roth
BIOL 3350,B01 (23389),Data Analysis in Ecology (0),M,"Sep 03 - Dec 08, 14:30-17:15 (R)",Claudio Muller
BIOL 3360,A01 (11509),Animal Behaviour (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Jane Waterman
BIOL 3370,B01 (25937),Limnology (0),M,"Sep 03 - Dec 08, 14:30-17:20 (M)",Cale Gushulak
BIOL 3370,A01 (25936),Limnology (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Cale Gushulak
BIOL 3400,B02 (12516),Plant Physiology (0),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Sylvie Renault
BIOL 3400,A01 (12514),Plant Physiology (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Sylvie Renault
BIOL 3400,B01 (12515),Plant Physiology (0),M,"Sep 03 - Dec 08, 14:30-17:15 (M)",Sylvie Renault
BIOL 3470,B02 (21116),Environmental Physiology of Animals 1 (0),M,"Sep 03 - Dec 08, 14:30-17:25 (R)",Kevin Scott
BIOL 3470,A01 (11752),Environmental Physiology of Animals 1 (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Kenneth Jeffries
BIOL 3470,B01 (21115),Environmental Physiology of Animals 1 (0),M,"Sep 03 - Dec 08, 14:30-17:25 (W)",Kevin Scott
BIOL 3542,A01 (19923),Developmental Biology (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Lei Xing
BIOL 4100,A01 (11463),Honours Thesis (Part A) (3),M,Sep 03 - Dec 08,Gail Davoren
BIOL 4220,A01 (11921),Marine Biodiversity (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Gail Davoren
BIOL 4362,B01 (25935),Behavioural Ecology and Cognitive Ethology (0),M,"Sep 03 - Dec 08, 14:30-17:20 (R)",Fuat Balci
BIOL 4362,A01 (25934),Behavioural Ecology and Cognitive Ethology (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Fuat Balci
BIOL 4542,A01 (17769),Genes and Development (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Jeffrey Marcus
BIOL 4554,A01 (12131),Molecular Biology Techniques for Eukaryotes - DNA (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Mark Belmonte
BIOL 4554,B01 (23841),Molecular Biology Techniques for Eukaryotes - DNA (0),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Mark Belmonte
BIOL 4890,T50 (26654),Advanced Plant Molecular Biology 1 (3),M,Sep 03 - Dec 08,Mark Belmonte
BIOL 4890,T39 (26678),Single Cell Sequencing Data Analysis (3),M,Sep 03 - Dec 08,Olivia Wilkins
BIOL 4890,T30 (26682),Neurophysiology Laboratory 1 (3),M,Sep 03 - Dec 08,William Fry
BIOL 7100,A01 (12520),Core Skills in Biological Sciences Research (3),M,"Sep 03 - Dec 08, 10:30-12:20 (M)",W Anderson
BIOL 7554,A01 (12133),Molecular Biology of Eukaryotes (DNA) (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Mark Belmonte
BIOL 7554,B01 (23843),Molecular Biology of Eukaryotes (DNA) (0),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Mark Belmonte
BIOL 7600,T30 (24504),Plant Stress Physiology (3),M,"Sep 03 - Dec 08, 09:00-10:25 (F)",Sylvie Renault
BIOL 7600,T30 (24504),Plant Stress Physiology (3),M,Sep 03 - Dec 08,Sylvie Renault
BIOL 7600,T06 (23105),Analysis of Ecological Data (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",James Roth
BIOL 7600,B02 (26665),Behavioural Ecology and Cognitive Ethology (0),M,"Sep 03 - Dec 08, 14:30-17:20 (R)",Fuat Balci
BIOL 7600,T04 (26664),Behavioural Ecology and Cognitive Ethology (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Fuat Balci
BIOL 7600,B01 (24520),Analysis of Ecological Data (0),M,"Sep 03 - Dec 08, 14:30-17:15 (R)",Claudio Muller
BIOL 7600,T26 (26558),The Potential Difference over the Crab Gill Epithelium (3),M,Sep 03 - Dec 08,Dirk Weihrauch
CHEM 1018,A01 (22311),Chemistry - The Central Science (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Angela Kuchison
CHEM 1100,A07 (21156),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Hanan Awad
CHEM 1100,A06 (21155),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 14:30-15:45 (MW)",Angela Kuchison
CHEM 1100,A05 (21154),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",David Herbert
CHEM 1100,A02 (21151),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",David Herbert
CHEM 1100,A04 (21153),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Bahareh Taghavi Shahraki
CHEM 1100,A03 (21152),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",James Xidos
CHEM 1100,A01 (21150),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",James Xidos
CHEM 1110,A01 (21157),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Katie Mitchell-Koch
CHEM 1110,A02 (21158),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Hans Schreckenbach
CHEM 1120,A05 (21176),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1120,A06 (21177),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 08:30-11:20 (R)",Carl Bartels
CHEM 1120,A03 (21174),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 14:30-17:20 (T)",Jeremy Mitchell-Koch
CHEM 1120,A07 (21178),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 14:30-17:20 (R)",Carl Bartels
CHEM 1120,A02 (21173),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 08:30-11:20 (T)",Carl Bartels
CHEM 1120,A04 (21175),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 08:30-11:20 (W)",Carl Bartels
CHEM 1120,A09 (21180),Introduction to Chemistry Techniques (3),M,"Sep 03 - Dec 08, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 03 - Sep 03,  (W)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Dec 05 - Dec 05, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 08 - Oct 08, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 24 - Sep 24, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 22 - Oct 22, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 05 - Nov 05, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 19 - Nov 19, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Dec 03 - Dec 03, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 03 - Sep 03,  (W)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 17 - Nov 17, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 03 - Nov 03, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 20 - Oct 20, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 07 - Nov 07, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 03 - Sep 03,  (W)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 22 - Sep 22, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 21 - Nov 21, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 06 - Oct 06, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 26 - Sep 26, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 10 - Oct 10, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 24 - Oct 24, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 19 - Sep 19, 14:30-17:20 (F)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Dec 01 - Dec 01, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 15 - Sep 15, 14:30-17:20 (M)",Jeremy Mitchell-Koch
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 17 - Sep 17, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 2100,A01 (21159),Organic Chemistry 1: Foundations of Organic Chemistry (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",John Sorensen
CHEM 2100,A02 (21160),Organic Chemistry 1: Foundations of Organic Chemistry (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Kevin McEleney
CHEM 2122,A01 (21125),Experimental Organic Chemistry (3),M,Sep 03 - Sep 05,Kevin McEleney
CHEM 2122,A02 (21126),Experimental Organic Chemistry (3),M,"Sep 22 - Dec 08, 14:30-17:20 (T)",Kevin McEleney
CHEM 2122,A02 (21126),Experimental Organic Chemistry (3),M,"Sep 08 - Sep 19, 14:30-17:20 (T)",Kevin McEleney
CHEM 2122,A02 (21126),Experimental Organic Chemistry (3),M,Sep 03 - Sep 05,Kevin McEleney
CHEM 2122,A01 (21125),Experimental Organic Chemistry (3),M,"Sep 08 - Sep 19, 14:30-17:20 (R)",Kevin McEleney
CHEM 2122,A04 (21128),Experimental Organic Chemistry (3),M,Sep 03 - Sep 05,Kevin McEleney
CHEM 2122,A04 (21128),Experimental Organic Chemistry (3),M,"Sep 08 - Sep 19, 14:30-17:20 (W)",Kevin McEleney
CHEM 2122,A04 (21128),Experimental Organic Chemistry (3),M,"Sep 22 - Dec 08, 14:30-17:20 (W)",Kevin McEleney
CHEM 2122,A01 (21125),Experimental Organic Chemistry (3),M,"Sep 22 - Dec 08, 14:30-17:20 (R)",Kevin McEleney
CHEM 2510,A01 (21161),Introduction to Analytical Chemistry (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Jeremy Mitchell-Koch
CHEM 2600,A01 (21162),Physical Chemistry 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Kathleen Gough
CHEM 2700,A02 (21164),Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Diana Mlinar
CHEM 2700,A01 (21163),Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Diana Mlinar
CHEM 2720,A04 (21138),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Sep 03 - Dec 08, 14:30-17:20 (R)",Ellert Nichols
CHEM 2720,A03 (21137),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Sep 03 - Dec 08, 14:30-17:20 (W)",Ellert Nichols
CHEM 2720,A02 (21136),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Sep 03 - Dec 08, 08:30-11:20 (W)",Ellert Nichols
CHEM 2720,A01 (21135),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Sep 03 - Dec 08, 14:30-17:20 (T)",Ellert Nichols
